id,long,lat,kind,node_id
76,34.775999999999996,32.091,package origin,67
232,34.782,32.078,package origin,68
22,34.775,32.069,package origin,69
156,34.771,32.080999999999996,package origin,70
126,34.784,32.093,package origin,71
266,34.768,32.055,package origin,72
86,34.78,32.064,package origin,73
63,34.779,32.09,package origin,74
169,34.773,32.069,package origin,75
274,34.766999999999996,32.056999999999995,package origin,76
206,34.779,32.071,package origin,77
202,34.775,32.094,package origin,78
70,34.788000000000004,32.091,package origin,79
265,34.773,32.064,package origin,80
155,34.77,32.077,package origin,81
99,34.771,32.078,package origin,82
226,34.78,32.064,package origin,83
233,34.774,32.078,package origin,84
283,34.769,32.058,package origin,85
214,34.782,32.071,package origin,86
298,34.781,32.056999999999995,package origin,87
222,34.777,32.063,package origin,88
18,34.785,32.071999999999996,package origin,89
143,34.777,32.076,package origin,90
165,34.787,32.091,package origin,91
62,34.774,32.089,package origin,92
142,34.772,32.056,package origin,93
286,34.774,32.082,package origin,94
48,34.775999999999996,32.089,package origin,95
288,34.783,32.071999999999996,package origin,96
239,34.773,32.095,package origin,97
78,34.792,32.09,package origin,98
246,34.785,32.089,package origin,99
191,34.769,32.055,package origin,100
306,34.775,32.095,package destination,101
309,34.784,32.071999999999996,package destination,102
310,34.771,32.055,package destination,103
315,34.77,32.062,package destination,104
318,34.77,32.084,package destination,105
320,34.784,32.069,package destination,106
321,34.771,32.061,package destination,107
322,34.781,32.079,package destination,108
323,34.78,32.062,package destination,109
328,34.79,32.08,package destination,110
332,34.787,32.073,package destination,111
335,34.773,32.075,package destination,112
336,34.787,32.073,package destination,113
340,34.784,32.094,package destination,114
347,34.766999999999996,32.056999999999995,package destination,115
348,34.786,32.069,package destination,116
350,34.789,32.071999999999996,package destination,117
355,34.789,32.071999999999996,package destination,118
357,34.766999999999996,32.077,package destination,119
362,34.783,32.07,package destination,120
363,34.771,32.063,package destination,121
366,34.788000000000004,32.08,package destination,122
367,34.769,32.063,package destination,123
370,34.771,32.094,package destination,124
376,34.783,32.076,package destination,125
378,34.772,32.056999999999995,package destination,126
380,34.789,32.071999999999996,package destination,127
386,34.789,32.071,package destination,128
392,34.769,32.056,package destination,129
394,34.789,32.071999999999996,package destination,130
395,34.782,32.058,package destination,131
399,34.781,32.065,package destination,132
416,34.786,32.07,package destination,133
417,34.791,32.075,package destination,134
419,34.773,32.09,package destination,135
423,34.768,32.069,package destination,136
426,34.772,32.064,package destination,137
428,34.771,32.058,package destination,138
429,34.78,32.079,package destination,139
430,34.781,32.077,package destination,140
432,34.789,32.083,package destination,141
435,34.78,32.09,package destination,142
442,34.771,32.071999999999996,package destination,143
443,34.775999999999996,32.055,package destination,144
444,34.775,32.064,package destination,145
454,34.774,32.083,package destination,146
455,34.78,32.056,package destination,147
456,34.789,32.088,package destination,148
458,34.775,32.088,package destination,149
460,34.774,32.08,package destination,150
465,34.771,32.088,package destination,151
469,34.773,32.077,package destination,152
473,34.769,32.059,package destination,153
478,34.771,32.069,package destination,154
482,34.772,32.056999999999995,package destination,155
486,34.786,32.069,package destination,156
488,34.778,32.077,package destination,157
490,34.779,32.062,package destination,158
491,34.769,32.066,package destination,159
492,34.77,32.056999999999995,package destination,160
497,34.773,32.056999999999995,package destination,161
502,34.775,32.075,package destination,162
504,34.77,32.056999999999995,package destination,163
506,34.775,32.089,package destination,164
514,34.771,32.055,package destination,165
516,34.775,32.080999999999996,package destination,166
517,34.783,32.071,package destination,167
522,34.783,32.077,package destination,168
524,34.773,32.08,package destination,169
526,34.771,32.056999999999995,package destination,170
532,34.77,32.064,package destination,171
533,34.771,32.056,package destination,172
538,34.782,32.075,package destination,173
539,34.778,32.086,package destination,174
546,34.768,32.078,package destination,175
548,34.773,32.065,package destination,176
553,34.787,32.078,package destination,177
555,34.772,32.064,package destination,178
556,34.779,32.09,package destination,179
557,34.786,32.077,package destination,180
560,34.771,32.089,package destination,181
564,34.775,32.07,package destination,182
565,34.775999999999996,32.093,package destination,183
566,34.773,32.085,package destination,184
567,34.775,32.069,package destination,185
570,34.769,32.086,package destination,186
572,34.771,32.071,package destination,187
574,34.771,32.089,package destination,188
577,34.769,32.056999999999995,package destination,189
580,34.769,32.058,package destination,190
582,34.781,32.071999999999996,package destination,191
583,34.77,32.086999999999996,package destination,192
584,34.775,32.079,package destination,193
585,34.768,32.076,package destination,194
586,34.775999999999996,32.066,package destination,195
587,34.775,32.075,package destination,196
588,34.78,32.078,package destination,197
591,34.78,32.069,package destination,198
598,34.778,32.086999999999996,package destination,199
599,34.775,32.091,package destination,200
606,34.781,32.08,regular depot,234
604,34.782,32.073,regular depot,235
621,34.789,32.093,regular depot,236
623,34.769,32.056999999999995,regular depot,237
613,34.788000000000004,32.088,regular depot,238
600,34.79,32.094,regular depot,239
612,34.779,32.071,regular depot,240
628,34.772,32.068000000000005,regular depot,241
629,34.775,32.075,regular depot,242
608,34.787,32.07,regular depot,243
609,34.77,32.08,regular depot,244
615,34.773,32.085,regular depot,245
601,34.773,32.086999999999996,regular depot,246
607,34.786,32.095,regular depot,247
610,34.772,32.068000000000005,regular depot,248
603,34.773,32.056999999999995,regular depot,249
620,34.791,32.091,regular depot,250
624,34.779,32.066,regular depot,251
605,34.772,32.056999999999995,regular depot,252
614,34.783,32.077,regular depot,253
630,34.787409999999994,32.073476,station,201
631,34.784808,32.073875,station,202
632,34.782893,32.075664,station,203
633,34.781409000000004,32.079933000000004,station,204
634,34.781427,32.082493,station,205
635,34.782024,32.086059000000006,station,206
636,34.782348999999996,32.087632,station,207
637,34.782734999999995,32.089768,station,208
638,34.783628,32.094344,station,209
639,34.783271,32.093619,station,210
640,34.782604,32.090246,station,211
641,34.782004,32.087089,station,212
642,34.781859000000004,32.086335999999996,station,213
643,34.781145,32.082462,station,214
644,34.781162,32.078796000000004,station,215
645,34.782271,32.07545,station,216
646,34.783511,32.074017,station,217
647,34.786797,32.073253,station,218
648,34.772942,32.056571999999996,station,219
649,34.773475,32.058552,station,220
650,34.773752,32.061256,station,221
651,34.772919,32.063839,station,222
652,34.771696999999996,32.066604999999996,station,223
653,34.770828,32.068872,station,224
654,34.773474,32.071863,station,225
655,34.775094,32.073374,station,226
656,34.775341999999995,32.075295000000004,station,227
657,34.77495,32.07895,station,228
658,34.775838,32.081909,station,229
659,34.774625,32.085446999999995,station,230
660,34.775659999999995,32.089631,station,231
661,34.776571999999994,32.093287,station,232
662,34.776059000000004,32.096391,station,233
