origin,dest,depart,duration,is_bus,origin_id,dest_id
670,676,300,240,TRUE,341,345
670,678,300,360,TRUE,341,346
670,679,300,720,TRUE,341,347
671,674,300,120,TRUE,342,343
671,675,300,180,TRUE,342,344
671,676,300,240,TRUE,342,345
671,678,300,360,TRUE,342,346
671,679,300,720,TRUE,342,347
672,675,420,60,TRUE,343,344
672,676,420,120,TRUE,343,345
672,678,420,240,TRUE,343,346
672,679,420,480,TRUE,343,347
673,676,480,60,TRUE,344,345
673,678,480,180,TRUE,344,346
673,679,480,360,TRUE,344,347
674,678,540,120,TRUE,345,346
674,679,540,240,TRUE,345,347
675,680,660,240,TRUE,346,347
