id,long,lat,kind,node_id
341,34.789,32.071,package destination,169
344,34.766999999999996,32.069,package destination,170
347,34.766999999999996,32.056999999999995,package destination,171
348,34.786,32.069,package destination,172
349,34.787,32.078,package destination,173
351,34.78,32.064,package destination,174
353,34.772,32.094,package destination,175
354,34.792,32.078,package destination,176
357,34.766999999999996,32.077,package destination,177
360,34.783,32.071,package destination,178
364,34.766999999999996,32.055,package destination,179
366,34.788000000000004,32.08,package destination,180
368,34.789,32.071999999999996,package destination,181
369,34.773,32.064,package destination,182
372,34.784,32.075,package destination,183
374,34.77,32.062,package destination,184
377,34.778,32.064,package destination,185
378,34.772,32.056999999999995,package destination,186
379,34.771,32.075,package destination,187
381,34.777,32.066,package destination,188
382,34.766999999999996,32.055,package destination,189
383,34.79,32.088,package destination,190
386,34.789,32.071,package destination,191
390,34.769,32.076,package destination,192
391,34.789,32.076,package destination,193
393,34.773,32.075,package destination,194
395,34.782,32.058,package destination,195
398,34.766,32.055,package destination,196
399,34.781,32.065,package destination,197
400,34.772,32.056,package destination,198
401,34.77,32.06,package destination,199
402,34.766999999999996,32.071999999999996,package destination,200
404,34.772,32.088,package destination,201
405,34.794000000000004,32.091,package destination,202
408,34.78,32.064,package destination,203
410,34.771,32.065,package destination,204
411,34.783,32.075,package destination,205
412,34.787,32.078,package destination,206
413,34.782,32.075,package destination,207
415,34.785,32.069,package destination,208
419,34.773,32.09,package destination,209
422,34.784,32.080999999999996,package destination,210
423,34.768,32.069,package destination,211
424,34.782,32.074,package destination,212
428,34.771,32.058,package destination,213
429,34.78,32.079,package destination,214
430,34.781,32.077,package destination,215
433,34.785,32.088,package destination,216
436,34.783,32.074,package destination,217
441,34.791,32.091,package destination,218
443,34.775999999999996,32.055,package destination,219
444,34.775,32.064,package destination,220
445,34.788000000000004,32.086,package destination,221
447,34.774,32.088,package destination,222
448,34.794000000000004,32.080999999999996,package destination,223
449,34.791,32.075,package destination,224
451,34.784,32.069,package destination,225
452,34.772,32.080999999999996,package destination,226
454,34.774,32.083,package destination,227
456,34.789,32.088,package destination,228
457,34.77,32.062,package destination,229
458,34.775,32.088,package destination,230
459,34.794000000000004,32.091,package destination,231
460,34.774,32.08,package destination,232
462,34.779,32.069,package destination,233
464,34.79,32.073,package destination,234
466,34.772,32.074,package destination,235
470,34.784,32.094,package destination,236
471,34.791,32.086,package destination,237
472,34.787,32.094,package destination,238
473,34.769,32.059,package destination,239
475,34.775999999999996,32.094,package destination,240
477,34.772,32.083,package destination,241
479,34.772,32.063,package destination,242
481,34.78,32.095,package destination,243
484,34.769,32.078,package destination,244
487,34.787,32.078,package destination,245
488,34.778,32.077,package destination,246
493,34.775,32.074,package destination,247
494,34.788000000000004,32.091,package destination,248
495,34.775,32.068000000000005,package destination,249
496,34.774,32.061,package destination,250
497,34.773,32.056999999999995,package destination,251
499,34.79,32.077,package destination,252
502,34.775,32.075,package destination,253
504,34.77,32.056999999999995,package destination,254
505,34.786,32.092,package destination,255
506,34.775,32.089,package destination,256
507,34.769,32.083,package destination,257
508,34.788000000000004,32.083,package destination,258
509,34.795,32.086,package destination,259
512,34.772,32.085,package destination,260
515,34.77,32.080999999999996,package destination,261
517,34.783,32.071,package destination,262
519,34.786,32.073,package destination,263
521,34.778,32.088,package destination,264
526,34.771,32.056999999999995,package destination,265
527,34.769,32.055,package destination,266
528,34.79,32.080999999999996,package destination,267
529,34.773,32.088,package destination,268
530,34.769,32.058,package destination,269
532,34.77,32.064,package destination,270
535,34.775,32.094,package destination,271
537,34.782,32.083,package destination,272
538,34.782,32.075,package destination,273
539,34.778,32.086,package destination,274
543,34.769,32.079,package destination,275
544,34.78,32.071,package destination,276
550,34.775999999999996,32.095,package destination,277
552,34.772,32.056,package destination,278
554,34.779,32.065,package destination,279
560,34.771,32.089,package destination,280
564,34.775,32.07,package destination,281
565,34.775999999999996,32.093,package destination,282
566,34.773,32.085,package destination,283
567,34.775,32.069,package destination,284
569,34.773,32.088,package destination,285
570,34.769,32.086,package destination,286
571,34.777,32.068000000000005,package destination,287
572,34.771,32.071,package destination,288
573,34.769,32.055,package destination,289
575,34.782,32.086999999999996,package destination,290
578,34.778,32.077,package destination,291
579,34.775,32.094,package destination,292
580,34.769,32.058,package destination,293
583,34.77,32.086999999999996,package destination,294
591,34.78,32.069,package destination,295
592,34.775999999999996,32.062,package destination,296
595,34.775,32.078,package destination,297
596,34.784,32.086999999999996,package destination,298
598,34.778,32.086999999999996,package destination,299
599,34.775,32.091,package destination,300
626,34.775999999999996,32.095,regular depot,348
600,34.79,32.094,regular depot,349
610,34.772,32.068000000000005,regular depot,350
624,34.779,32.066,regular depot,351
618,34.783,32.08,regular depot,352
620,34.791,32.091,regular depot,353
614,34.783,32.077,regular depot,354
616,34.791,32.075,regular depot,355
602,34.781,32.079,regular depot,356
629,34.775,32.075,regular depot,357
619,34.772,32.068000000000005,regular depot,358
605,34.772,32.056999999999995,regular depot,359
621,34.789,32.093,regular depot,360
627,34.77,32.086,regular depot,361
601,34.773,32.086999999999996,regular depot,362
622,34.768,32.076,regular depot,363
607,34.786,32.095,regular depot,364
611,34.766999999999996,32.056,regular depot,365
628,34.772,32.068000000000005,regular depot,366
609,34.77,32.08,regular depot,367
615,34.773,32.085,regular depot,368
606,34.781,32.08,regular depot,369
612,34.779,32.071,regular depot,370
623,34.769,32.056999999999995,regular depot,371
617,34.794000000000004,32.094,regular depot,372
630,34.787409999999994,32.073476,station,301
631,34.784808,32.073875,station,302
632,34.782893,32.075664,station,303
633,34.781409000000004,32.079933000000004,station,304
634,34.781427,32.082493,station,305
635,34.782024,32.086059000000006,station,306
636,34.782348999999996,32.087632,station,307
637,34.782734999999995,32.089768,station,308
638,34.783628,32.094344,station,309
639,34.783271,32.093619,station,310
640,34.782604,32.090246,station,311
641,34.782004,32.087089,station,312
642,34.781859000000004,32.086335999999996,station,313
643,34.781145,32.082462,station,314
644,34.781162,32.078796000000004,station,315
645,34.782271,32.07545,station,316
646,34.783511,32.074017,station,317
647,34.786797,32.073253,station,318
648,34.772942,32.056571999999996,station,319
649,34.773475,32.058552,station,320
650,34.773752,32.061256,station,321
651,34.772919,32.063839,station,322
652,34.771696999999996,32.066604999999996,station,323
653,34.770828,32.068872,station,324
654,34.773474,32.071863,station,325
655,34.775094,32.073374,station,326
656,34.775341999999995,32.075295000000004,station,327
657,34.77495,32.07895,station,328
658,34.775838,32.081909,station,329
659,34.774625,32.085446999999995,station,330
660,34.775659999999995,32.089631,station,331
661,34.776571999999994,32.093287,station,332
662,34.776059000000004,32.096391,station,333
663,34.775963,32.096302,station,334
664,34.776506,32.093454,station,335
665,34.775334,32.08873,station,336
666,34.774508000000004,32.085415000000005,station,337
667,34.77413,32.08352,station,338
668,34.773907,32.078936,station,339
669,34.775108,32.075410999999995,station,340
670,34.774834999999996,32.07329,station,341
671,34.773361,32.071897,station,342
672,34.770781,32.068606,station,343
673,34.772033,32.065619,station,344
674,34.77313,32.06292,station,345
675,34.773499,32.059065000000004,station,346
676,34.772365,32.055412,station,347
