origin,dest,depart,duration,is_bus,origin_id,dest_id
653,658,2040,240,TRUE,424,427
653,659,2040,360,TRUE,424,428
653,660,2040,420,TRUE,424,429
653,661,2040,540,TRUE,424,430
653,662,2040,600,TRUE,424,431
653,664,2040,720,TRUE,424,432
653,665,2040,1440,TRUE,424,433
654,657,2159,61,TRUE,425,426
654,658,2159,121,TRUE,425,427
654,659,2159,241,TRUE,425,428
654,660,2159,301,TRUE,425,429
654,661,2159,421,TRUE,425,430
654,662,2159,481,TRUE,425,431
654,664,2159,601,TRUE,425,432
654,665,2159,1202,TRUE,425,433
655,658,2220,60,TRUE,426,427
655,659,2220,180,TRUE,426,428
655,660,2220,240,TRUE,426,429
655,661,2220,360,TRUE,426,430
655,662,2220,420,TRUE,426,431
655,664,2220,540,TRUE,426,432
655,665,2220,1080,TRUE,426,433
656,659,2280,120,TRUE,427,428
656,660,2280,180,TRUE,427,429
656,661,2280,300,TRUE,427,430
656,662,2280,360,TRUE,427,431
656,664,2280,480,TRUE,427,432
656,665,2280,960,TRUE,427,433
657,660,2400,60,TRUE,428,429
657,661,2400,180,TRUE,428,430
657,662,2400,240,TRUE,428,431
657,664,2400,360,TRUE,428,432
657,665,2400,720,TRUE,428,433
658,661,2460,120,TRUE,429,430
658,662,2460,180,TRUE,429,431
658,664,2460,300,TRUE,429,432
658,665,2460,600,TRUE,429,433
659,662,2580,60,TRUE,430,431
659,664,2580,180,TRUE,430,432
659,665,2580,360,TRUE,430,433
660,664,2640,120,TRUE,431,432
660,665,2640,240,TRUE,431,433
661,666,2760,240,TRUE,432,433
663,666,-300,120,TRUE,434,435
663,667,-300,180,TRUE,434,436
663,668,-300,300,TRUE,434,437
663,669,-300,360,TRUE,434,438
663,670,-300,420,TRUE,434,439
663,671,-300,540,TRUE,434,440
663,672,-300,600,TRUE,434,441
663,673,-300,600,TRUE,434,442
663,674,-300,720,TRUE,434,443
663,675,-300,780,TRUE,434,444
663,676,-300,840,TRUE,434,445
663,678,-300,960,TRUE,434,446
663,679,-300,1920,TRUE,434,447
664,667,-180,60,TRUE,435,436
664,668,-180,180,TRUE,435,437
664,669,-180,240,TRUE,435,438
664,670,-180,300,TRUE,435,439
664,671,-180,420,TRUE,435,440
664,672,-180,480,TRUE,435,441
664,673,-180,480,TRUE,435,442
664,674,-180,600,TRUE,435,443
664,675,-180,660,TRUE,435,444
664,676,-180,720,TRUE,435,445
664,678,-180,840,TRUE,435,446
664,679,-180,1680,TRUE,435,447
665,668,-120,120,TRUE,436,437
665,669,-120,180,TRUE,436,438
665,670,-120,240,TRUE,436,439
665,671,-120,360,TRUE,436,440
665,672,-120,420,TRUE,436,441
665,673,-120,420,TRUE,436,442
665,674,-120,540,TRUE,436,443
665,675,-120,600,TRUE,436,444
665,676,-120,660,TRUE,436,445
665,678,-120,780,TRUE,436,446
665,679,-120,1560,TRUE,436,447
666,669,0,60,TRUE,437,438
666,670,0,120,TRUE,437,439
666,671,0,240,TRUE,437,440
666,672,0,300,TRUE,437,441
666,673,0,300,TRUE,437,442
666,674,0,420,TRUE,437,443
666,675,0,480,TRUE,437,444
666,676,0,540,TRUE,437,445
666,678,0,660,TRUE,437,446
666,679,0,1320,TRUE,437,447
667,670,60,60,TRUE,438,439
667,671,60,180,TRUE,438,440
667,672,60,240,TRUE,438,441
667,673,60,240,TRUE,438,442
667,674,60,360,TRUE,438,443
667,675,60,420,TRUE,438,444
667,676,60,480,TRUE,438,445
667,678,60,600,TRUE,438,446
667,679,60,1200,TRUE,438,447
668,671,120,120,TRUE,439,440
668,672,120,180,TRUE,439,441
668,673,120,180,TRUE,439,442
668,674,120,300,TRUE,439,443
668,675,120,360,TRUE,439,444
668,676,120,420,TRUE,439,445
668,678,120,540,TRUE,439,446
668,679,120,1080,TRUE,439,447
669,672,240,60,TRUE,440,441
669,673,240,60,TRUE,440,442
669,674,240,180,TRUE,440,443
669,675,240,240,TRUE,440,444
669,676,240,300,TRUE,440,445
669,678,240,420,TRUE,440,446
669,679,240,840,TRUE,440,447
670,673,300,330,TRUE,441,442
670,674,300,120,TRUE,441,443
670,675,300,180,TRUE,441,444
670,676,300,240,TRUE,441,445
670,678,300,360,TRUE,441,446
670,679,300,720,TRUE,441,447
671,674,300,120,TRUE,442,443
671,675,300,180,TRUE,442,444
671,676,300,240,TRUE,442,445
671,678,300,360,TRUE,442,446
671,679,300,720,TRUE,442,447
672,675,420,60,TRUE,443,444
672,676,420,120,TRUE,443,445
672,678,420,240,TRUE,443,446
672,679,420,480,TRUE,443,447
673,676,480,60,TRUE,444,445
673,678,480,180,TRUE,444,446
673,679,480,360,TRUE,444,447
674,678,540,120,TRUE,445,446
674,679,540,240,TRUE,445,447
675,680,660,240,TRUE,446,447
